Name,Comment,Time,Likes,Reply Count,Supporter
Being Aditya,Kids: Srk <br>Legends: Salman,2022-07-26T13:44:03Z,0,0,Salman Khan
John's fan💙,Srk is inspiration bosssssss,2022-07-25T06:35:02Z,0,0,Sharukh Khan
Saroj Odia Desi vlogs,My ❤️ Salman Khan 💗,2022-07-24T18:14:05Z,1,0,Salman Khan
Pushpa Gupta,Salman khan,2022-07-24T16:24:27Z,1,0,Salman Khan
Md Shahzan,Salman Khan King of Bollywood and international actor,2022-07-24T11:40:46Z,0,0,Salman Khan
Y u I,Srk,2022-07-24T10:10:19Z,0,0,Sharukh Khan
kartik Kumar,SRK ❤️,2022-07-23T08:40:22Z,0,0,Sharukh Khan
sunil vishwakarma,Salman bhai,2022-07-22T06:59:53Z,0,0,Salman Khan
Suleman Raza,Salman Khan sabse bda hai,2022-07-21T13:18:20Z,0,0,Salman Khan
Suleman Raza,Salman,2022-07-21T10:59:02Z,0,0,Salman Khan
hk,Salman bhai,2022-07-20T13:22:21Z,0,0,Salman Khan
Mohammed Majeed,Salman Khan sir 😊,2022-07-20T03:53:23Z,0,0,Salman Khan
Sanju vlog,SRK gjb,2022-07-20T02:35:44Z,0,0,Sharukh Khan
Anmol Vaid,Salman bhai,2022-07-18T21:28:03Z,0,0,Salman Khan
DL gaming,skk sharuk khan king,2022-07-18T03:13:53Z,0,0,Sharukh Khan
John Naik,You just can&#39;t match the stardom of bhaijaan,2022-07-17T04:55:56Z,0,0,Salman Khan
Colour Games,Salman bhai only,2022-07-16T17:30:43Z,0,0,Salman Khan
Colour Games,Salman Khan only forever,2022-07-16T17:30:24Z,1,0,Salman Khan
Khushi Sena Official,Srk Shah Rukh Khan,2022-07-16T11:28:17Z,1,0,Sharukh Khan
Javed Iqbal,Salman bhai ka ok,2022-07-16T10:55:08Z,0,0,Salman Khan
Hussain Sh,Shahrukh Khan,2022-07-16T05:38:16Z,0,0,Sharukh Khan
Al Amin,Viaisvast,2022-07-15T14:24:06Z,0,0,Comment
यूट्यूब Mali chatr bhuj,सलमान खान की वांटेड पिक्चर 10 बार भी दिखाए तो भी कम है टाइगर 💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪,2022-07-15T13:41:05Z,0,0,Comment
Divyanshu Patra,Salman khan stardom is best in the world,2022-07-14T03:49:58Z,0,0,Salman Khan
Hosain Rashed,Both are equal on  different levels. One is action hero. The other is chocolate hero.<br>One is human. The other is romantic.,2022-07-13T02:59:05Z,0,0,Both
sandy manhas,4 girl explained very well srk global star but aalman is more popular in india,2022-07-12T19:06:35Z,0,0,Salman Khan
Nazeer khan Rajper,Salman khan is real hero I love salman khan sir,2022-07-12T10:01:42Z,1,0,Salman Khan
Mohammad Susner wala,Acting srk ki acchi hai but salman ka stardom alag hai,2022-07-10T19:11:38Z,0,0,Both
Ajay Sharma,Salman Khan stardum bada he,2022-07-10T11:06:26Z,0,0,Salman Khan
Ajay Sharma,Bollywood ka baap only Salman Khan best actor in world 🌎,2022-07-10T11:00:52Z,0,0,Salman Khan
Sagi Mahi,सलमान,2022-07-09T07:36:33Z,0,0,comment
Suleman Raza,Salman Khan ka stadam બ્ર,2022-07-08T06:44:55Z,0,0,Salman Khan
An@s,Obviously SRK,2022-07-07T20:37:44Z,0,0,Sharukh Khan
Jayesh Verma,Srk 🥰❤❤❤❤,2022-07-06T16:13:24Z,0,0,Sharukh Khan
GAURAV NAHAR,Saharukh khan salman khan ki wajah se star bana because salman ne jo flims reject ki thi saharukh wo flims karke star ban gaya. So srk is star credit goes to salman khan.  So salman khan is best.,2022-07-06T14:52:40Z,0,0,Salman Khan
Gourav Sarange,Srk... king...srk,2022-07-06T03:12:30Z,0,0,Sharukh Khan
MR muddassir,Only on Salman Khan ❤️❤️❤️❤️❤️,2022-07-04T15:02:43Z,1,0,Salman Khan
mr Rounak,Salman Bhai Jan ka koi match nhi hn hoga ❤️😊,2022-07-03T17:25:45Z,0,0,Salman Khan
POSITIVE VIBE,1990s 2000s 2010s 2022 still haar ek decade me Salmna khan ka jawala raha hai he&#39;s is huge mega satar ❤️❤️,2022-07-03T10:54:31Z,2,0,Salman Khan
Sharuk Khan,SRK,2022-07-02T09:56:21Z,0,0,Sharukh Khan
Being Rk Sries5817,Salman bhai stardom hero,2022-07-02T04:22:36Z,0,0,Salman Khan
King Zain,Salman khan 🐯 boss,2022-07-01T21:27:42Z,1,0,Salman Khan
Md Rulamin,King of bollywood. The enough name is salman khan,2022-06-28T17:09:12Z,1,0,Salman Khan
Chena Ram,Salman bgai,2022-06-28T17:01:38Z,0,0,Salman Khan
Nadeem Khan,Srk,2022-06-26T18:59:23Z,0,0,Sharukh Khan
Raju Mondal,"Srk,,,,stdam",2022-06-26T15:46:40Z,0,0,Sharukh Khan
Mohemmed Gouse,Srka1,2022-06-26T14:57:06Z,0,0,Sharukh Khan
Mohammed Rais Khan,srk   bhai,2022-06-26T11:15:08Z,0,0,Sharukh Khan
ADIL,Srk is coming with 3 mega movies pathan jawan and dunki,2022-06-26T03:22:35Z,1,0,Sharukh Khan
Ra Razaaa,Love you Salman Khan,2022-06-25T17:54:51Z,0,0,Sharukh Khan
Ra Razaaa,King of bhai jaan,2022-06-25T17:54:37Z,0,0,Salman Khan
MD Hashim Ahmad,salman vai love,2022-06-25T08:44:19Z,0,0,Salman Khan
Mohd Umar,Bhaijann love you,2022-06-25T06:18:03Z,0,0,Salman Khan
Mohd Umar,Salman khan ka ha stardom,2022-06-25T06:15:42Z,0,0,Salman Khan
Rajesh Bhuyan,Salman now brand becouse he is salman 🙏🙏🙏🙏,2022-06-24T18:26:10Z,0,0,Salman Khan
Raluca,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=1m30s"">1:30</a> He is right, why do I choose Shahrukh, just an example of 4 movies that are at the opposite pole in the way he plays, the roles are different but you would not say for a second that he is the same actor, completely different My name is khan, Chak de, rab ne bana di jodi, and Raees",2022-06-24T17:41:22Z,1,0,comment
Rinku Chawla,King khan srk sbse best hai... Unka koi compititer nhi h always win.. srk❤,2022-06-24T10:34:20Z,1,0,Sharukh Khan
Songs status,Salman Khan,2022-06-22T15:05:44Z,0,0,Salman Khan
Maunik,Boys always s k ❤️,2022-06-22T14:21:33Z,0,0,Salman Khan
Ajay Birla,💯 Percent Shah Rukh Khan.🙏,2022-06-21T10:37:00Z,0,0,Sharukh Khan
Arslan Kulyyew,SRK KING,2022-06-20T22:14:15Z,0,0,Sharukh Khan
Viral Shorts,Srk king of the world biggest star ✨,2022-06-20T19:31:12Z,0,0,Salman Khan
1no raichapori dolopa Dhemaji,Salman we love you,2022-06-20T17:00:43Z,0,0,Sharukh Khan
Imran Ali,Srk ke acting ache hai Sallo se,2022-06-19T01:36:16Z,0,0,Sharukh Khan
Shoaif Shah,Only srk,2022-06-18T14:26:09Z,0,0,Sharukh Khan
Talib Chowdhary,Salman Khan is great Hero ❣️❣️❣️❣️❣️,2022-06-17T19:37:24Z,0,0,Salman Khan
Diganta Das,Salman ❤️,2022-06-15T19:45:18Z,0,0,Salman Khan
RezA RahmaN,Srk Win❤️,2022-06-15T18:31:37Z,0,0,Shahrukh Khan
Ahsan Khan,Both,2022-06-15T11:48:20Z,0,0,Both
Er.Hemant kachhawa,Salman Khan Hero SRK 🔥😎😎,2022-06-14T09:42:25Z,0,0,Both
Er.Hemant kachhawa,Srk ❤️❤️,2022-06-14T09:40:44Z,0,0,Sharukh Khan
Paihil Malik,Salman ka stardom,2022-06-13T03:39:36Z,0,0,Salman Khan
M.J TV  Sk.meraj07,Is video me Bhai ko sab se jyada pyar mila,2022-06-12T17:20:00Z,0,0,Salman Khan
M.J TV  Sk.meraj07,Bhai,2022-06-12T17:18:46Z,0,0,Salman Khan
keep shine@121,One and only salman khan in every aspects...And who says he is local star..That girl have no knowledge....He is much more popular in asian as well as in european country too ...That we can se during the shoot of ek tha tiger....♥️♥️He is real ...He people&#39;s heartbeat ..Hero of hearts♥️♥️,2022-06-12T11:39:49Z,1,0,Salman Khan
Ranjan Kumar,Salman = Star ⭐<br>SRK = Actor + Star ⭐⭐<br>That&#39;s why his stardom is huge from any other,2022-06-11T01:46:58Z,37,6,Sharukh Khan
Ranjan Kumar,SRK ka stardom sabse upar h ..No one can touch ❤️❤️,2022-06-11T01:28:01Z,3,0,Sharukh Khan
Manavalan Prabhu,Stardom belongs to SRK Shah Rukh Khan,2022-06-09T17:14:58Z,1,0,Sharukh Khan
Naveenakumari Naveenakumari,Vote for Salman Khan he is golden heart person,2022-06-08T04:06:18Z,0,0,Salman Khan
Farukh Khan,Shahrukh ❤,2022-06-07T06:15:56Z,0,0,Sharukh Khan
random videos,Srk ❤️,2022-06-06T10:16:15Z,1,0,Sharukh Khan
Mimicry Boy01,Shahrukh Khan k stardom he big,2022-06-04T08:17:15Z,0,0,Salman Khan
Husnain Tariq,Saloo g saloooo hor koi nai,2022-06-03T20:29:55Z,0,0,Sharukh Khan
yeh tau hoga 😊,I think sharuk khan bohat bara star hai kyo k woh bagair kise support bagair kise family background k nechay se uper aye mehnat kar k...bohat bohat hardworking ha SRK ke...salman khan bhe bhai wala bharam baz wala hero ha larkay bohat follow kartay hain salman ko but salman khan ka start unke father saleem khan ke support se hua.....so SRK sb se bara star ha.... love from Pakistan 🇵🇰,2022-06-03T18:23:23Z,0,0,Sharukh Khan
Merajul Ayon,Bollywood ka godfather,2022-06-03T15:31:08Z,0,0,Salman Khan
muskan Siddiqui,Bhai bhai hi,2022-06-01T11:11:36Z,0,0,Salman Khan
XÁKÏ GÁM3R,Salman khan,2022-06-01T09:11:57Z,0,0,Salman Khan
master marvel,Srk In worldwide,2022-05-31T09:34:45Z,0,0,Sharukh Khan
Harsh Chavan,Salman khan nam bolte,2022-05-28T09:23:16Z,1,0,Salman Khan
Swapnil kangare,Salman bs india me he srk world wide fans he,2022-05-27T21:06:55Z,0,0,Sharukh Khan
MD shahadat official,Shahrukh ka zyada h<br>Pr mere favourite Salman Khan 💖💖,2022-05-27T20:52:18Z,0,0,Sharukh Khan
MD shahadat official,Salman Khan 💖💖💖,2022-05-27T20:45:50Z,0,0,Salman Khan
Mr Soham gaming,Only srk ❤️❤️❤️❤️❤️❤️❤️,2022-05-25T16:43:52Z,0,0,Sharukh Khan
Saddam H Khan,Dono bahot ala darje ka hero hai and dono world ka bole to International hero hai aur inka stardom kabhi katm nahi hoga Bollywood ka yahi 2 3 khans hai jiska stardom hamesa rahega jabtak dunya rahega tabtak khans hero jinda bad👌👍❤,2022-05-25T15:38:59Z,0,0,Both
Indian cheetah,Salman khan not actor his hero 😂what stupidity 😂,2022-05-24T16:05:05Z,0,0,Comment
Umesh Phulwani,Salman khan ❤️,2022-05-24T07:25:08Z,0,0,Salman Khan
Vasim Thobhat,Only Salman bhai,2022-05-24T05:46:46Z,0,0,Salman Khan
akash mallick,Salman ka dil bada ha kehne wale😅😅😅😅😅😅 kaha se aate hai ye log,2022-05-22T15:43:41Z,0,0,comment
#Mc rotation! gamer#,Jiske pass Romance Hai Vahi asali hero hai Shahrukh Khan,2022-05-21T18:42:51Z,0,0,Sharukh Khan
Saksham Singh,Salman stardam 😎,2022-05-21T11:36:47Z,1,0,Salman Khan
anand raj,SRK,2022-05-19T10:15:51Z,0,0,Sharukh Khan
Swapnil Nipanikar,No doubt SRK ❤️ supper in acting.Salman is only good person but not in acting.,2022-05-19T07:36:53Z,0,0,Sharukh Khan
Dad gaming yt,Salman khan,2022-05-18T17:21:13Z,0,0,Salman Khan
Muzzam 38,Salman is god of Bollywood,2022-05-14T15:54:07Z,0,0,Sharukh Khan
Ashish Munfand,Only srk lover,2022-05-14T10:13:38Z,1,0,Sharukh Khan
Dilshan Athapaththu,Srk 🔥❤️,2022-05-13T16:18:32Z,0,0,Sharukh Khan
FARHAN NADEEM,In comments 💬<br>70%—srk (👑khan) <br>30%—selmon bhai🔥,2022-05-12T03:34:46Z,2,0,Sharukh Khan
Joya Parveen,Salman ko local bolati hai tere ko pata nahin hai kya Bollywood ka ek hi Tiger hai Salman Khan local bolane ki Bhul mat karna Shahrukh Khan is a local Hero that was the fail Hero nithalla Sala,2022-05-08T10:46:06Z,0,0,Salman Khan
M Bilal,Srk ke sab se zyada fan he comments me b or worldwide b ❤,2022-05-07T22:16:50Z,0,0,Sharukh Khan
Sonu Rai,Sabaka bap suny deol,2022-05-07T03:54:51Z,0,0,Sharukh Khan
Sajid Khan,Srk best,2022-05-06T13:44:10Z,0,0,Sharukh Khan
Ayush Aryan,King khan💯💯💯💯💯,2022-05-05T17:27:14Z,0,0,Sharukh Khan
Shihab Mim,Biggest superstar in the world srk❤️,2022-05-05T05:53:38Z,0,0,Sharukh Khan
Tushant Pansotra,Sallu Bhai 💕💕💕,2022-05-04T12:50:12Z,0,0,Salman Khan
Shivaleela Mudhiraj,You are sk fan,2022-05-04T10:40:13Z,0,0,Sharukh Khan
Aisha Iqbal,Sslman,2022-05-02T22:07:14Z,0,0,Salman Khan
Saibur Sk,Salman khan backwash actor 👺👹😂🤣😭😅😆,2022-05-02T00:08:38Z,0,0,comment
Saibur Sk,Bollywood Ka no 1 actor shahrukh 💖💖💖💖💗💗💓💓💞💞👌👌❤️ best actor,2022-05-02T00:06:32Z,0,0,Sharukh Khan
Saibur Sk,Shahrukh jaisa acton kye Nahi ban Sakta Kisi ke bap Ka dam Nahi hai shahrukh jaisa ban ke dikhaya💞🤩🥰♥️💯💯💯🤗💘♥️💗💖,2022-05-02T00:05:59Z,0,0,Sharukh Khan
FACTS WORLD,Srk,2022-04-29T09:11:33Z,0,0,Sharukh Khan
Raaztahasildar Raaz,Salman bhai have srk nahi bro,2022-04-28T19:31:06Z,0,0,Salman Khan
Mohemmed Gouse,Srks1,2022-04-26T15:44:59Z,1,0,Sharukh Khan
Paramjit Kaur,SRK 🌹🌹🌹🌹🌹,2022-04-21T16:10:46Z,0,0,Sharukh Khan
Ayush Tyagi,King of box office none other than Salman Khan,2022-04-20T05:44:49Z,0,0,Sharukh Khan
Superstar Vijay,SALMAN KHAN BIGGEST SUPERSTAR,2022-04-20T04:48:26Z,0,0,Salman Khan
Superstar Vijay,SALMAN KHAN,2022-04-20T04:48:17Z,0,0,Salman Khan
PATHAAN,SHARUKH KHAN THE KING OF heart&#39;s <br>Love from pakistan,2022-04-18T02:53:05Z,0,1,Sharukh Khan
Jaskirat badhan,Salman Khan is the best  and sahrukh khan is attitude king,2022-04-17T13:57:46Z,0,0,Salman Khan
javeed B,1 45 . second 😂😂😆,2022-04-13T09:50:15Z,0,0,comment
javeed B,Salman Khan 😍,2022-04-13T09:48:41Z,0,0,Salman Khan
Rajveer Magare,REAL King 👑 salman Bhai ♥️,2022-04-13T04:24:53Z,0,0,Salman Khan
Sonu Kumar,Salman Khan very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice,2022-04-09T18:13:20Z,0,0,Salman Khan
Sonu Kumar,Salman Khan very nice,2022-04-09T18:11:49Z,0,0,Salman Khan
king love u,Salman bhi accha but Salman indin Ek tar  but sahruk  walrd bigest supar istar hai,2022-04-07T18:30:39Z,0,0,Sharukh Khan
king love u,Abe ullu log walrd bigest supar istar hai king khan,2022-04-07T18:29:28Z,0,0,Salman Khan
Apna Channel,Heart touching mr Salman Khan,2022-04-06T12:36:08Z,1,0,Salman Khan
safiul alom,Sabka baap hai srk,2022-04-06T07:26:59Z,0,0,Sharukh Khan
Vikesh Nayak,Srk i love you,2022-04-05T10:19:31Z,0,0,Sharukh Khan
Vikesh Nayak,Srk best,2022-04-05T10:18:32Z,0,0,Sharukh Khan
aaditya,Salman Khan gareebo ki help krta hai lekin most charitable actor srk hai😂❤️Salman Khan logo ko batata hai lekin shahrukh khan kabhi dusro ko nhi btata ki usne gareebo ke liye kya kiya hai🙏 isliye Salman Khan ko log zyada psnd krta hai kyunki vo sabko btata hai ki usne gareebo ki help ki hai🙄bss yahi frk hai dono main🙄ek bhot kuch karta  hai lekin btata nhi aur ek karta to hai lekin btata bhi hai🙄I love srk as an actor not as an charitable star😑aur vo log to psnd hi nhi mujhe jo pehle karte hai or jatate hai ki humne ye kiya hai🙄,2022-04-04T16:06:14Z,0,0,Salman Khan
Talib ansari,Srk the King of Bollywood 👑,2022-04-03T10:56:43Z,0,0,Sharukh Khan
Manoj Chaudhary,Srk,2022-03-30T12:46:13Z,0,0,Salman Khan
Raja Sk,Salman,2022-03-29T11:05:20Z,0,0,Salman Khan
India India,Both are king of Bollywood but srk ❤️✌️✌️ his face expressions omg,2022-03-28T11:21:56Z,1,0,Sharukh Khan
ahmad roy,Salman is the best,2022-03-28T08:57:35Z,0,0,Salman Khan
Atul Rawat,Salman,2022-03-26T21:05:12Z,0,0,Salman Khan
NAYEEMA KHANUM,Legend choose only salman khan,2022-03-26T06:25:04Z,1,0,Salman Khan
Khizar Gujjar,Salman Stardom Bigger Than SRK,2022-03-25T13:19:37Z,0,0,Salman Khan
Devnath Thakur,Ajay devgan and akshay kumar  par video  banao bhai,2022-03-25T08:01:09Z,0,0,Comment
Manish Bardhan,Srk,2022-03-25T03:40:08Z,0,0,Salman Khan
SANJU PANDEY,Srk world&#39;s biggest moviestar,2022-03-24T15:20:42Z,1,0,Sharukh Khan
Mridul Kalita,Shahrukh ❤❤❤🙏🙏🙏,2022-03-24T05:19:31Z,0,0,Sharukh Khan
Chill,Sallu 💪💪💪💪,2022-03-23T08:37:50Z,0,0,Salman Khan
zainab queen,Salman khan ko dhekte hii kuch aisa lgta hai ki jaise koi apna ho ❤️❤️,2022-03-22T17:01:06Z,0,0,Salman Khan
zainab queen,Ek baat bolu salman khan jaisa na koi hai na koi tha aur na koi hoga ❤️❤️,2022-03-22T16:59:55Z,3,0,Salman Khan
zainab queen,Salman sir always best,2022-03-22T16:58:56Z,0,0,Salman Khan
Rishu Bhardwaj,stardom....salman...but....king srk,2022-03-22T06:01:04Z,0,0,Salman Khan
pinki rastogi,Akki.bast.👍,2022-03-21T08:25:11Z,0,0,Comment
bidyut sardar,"Only 1 one SRK, next Salmon khan",2022-03-21T04:55:19Z,0,0,Sharukh Khan
mr__ faizu,Salman Khan ❤️❤️❤️ only megastar,2022-03-20T20:17:07Z,0,0,Salman Khan
Уткирбек Йулдашов,Salman Khan is more of a fan,2022-03-12T03:51:22Z,1,0,Salman Khan
mohammad farooq nadaf,Bap Bap hota hai &quot;Salman Khan&quot; .,2022-03-07T08:22:29Z,0,0,Salman Khan
Salman Khan Bhai,Salman bhai best,2022-03-06T19:07:14Z,0,0,Salman Khan
Mohd Osman Quadri,Srk,2022-03-06T13:41:29Z,0,0,sharukh Khan
5kings boys,Salman,2022-03-05T12:11:58Z,0,0,Salman Khan
Sarulatha Veania,Only king sharukhan 🔥🔥🔥🔥 he is number 1 🔥😘🔥,2022-03-04T23:16:13Z,2,0,sharukh Khan
Sarulatha Veania,King sharukhan 🔥💋😘😍😍😍,2022-03-04T23:15:38Z,1,0,Sharukh Khan
Subhash Theme,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=4m32s"">4:32</a> ... Ji muje lagta hai sahrukhan ji ka bahut bada hai 😂😂😂",2022-03-04T09:16:25Z,0,0,Comment
Satish Jain,SRK ke aage koi bhi nhi h ..N salman N Amitabh.. Srk is an international star from India,2022-03-01T08:35:25Z,0,0,Sharukh Khan
Sk Masud bagnan fan,Salman,2022-02-27T06:09:56Z,0,0,Sharukh Khan
Rahil Charak,Srk the biggest stardom,2022-02-26T18:16:51Z,0,0,Salman Khan
Wasif Baloch,Salman khan❤️🔥,2022-02-25T20:49:59Z,0,0,Salman Khan
laxPrem,Salman khan,2022-02-24T08:07:10Z,0,0,Salman Khan
Axom Papu,Srk king,2022-02-23T07:02:34Z,1,0,Sharukh Khan
Md Anas,Sallu Bhai ka,2022-02-22T17:02:27Z,0,0,Salman Khan
Aman Mahadeva,Aaj ke time me salman bhai bap of bollywood,2022-02-22T16:00:28Z,0,0,Salman Khan
Dhanush P,SRK is the undisputed king and He is soo much more generous than Salmaan khan,2022-02-22T15:47:21Z,1,0,Sharukh Khan
Shushma Rani,You should compare him with Hollywood actors like Tom Cruise or more he is already King of Bollywood,2022-02-21T16:52:52Z,0,0,Sharukh Khan
Shushma Rani,2nd largest film industry in world in foreign countries people talks about bollywood the first name is SRK means bollywood,2022-02-21T16:51:36Z,0,0,Sharukh Khan
Shushma Rani,Obviously Shahrukh&#39;s stardom is beyond any other Indian actor he is World&#39;s biggest movie star and also hee don&#39;t need to introduce himself anywhere,2022-02-21T16:48:53Z,0,0,Sharukh Khan
Sourav Dhara,Ony SRK,2022-02-20T03:50:20Z,0,0,Sharukh Khan
Sahil Nayak,Salman Khan is god not hero,2022-02-19T03:27:53Z,1,0,Salman Khan
Anubhav Gautam,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=1m49s"">1:49</a> GLOBALLY SRK❤❤",2022-02-18T08:56:17Z,0,0,comment
stylies gamer,Google se puccho world&#39;s biggest superstar,2022-02-17T08:57:12Z,1,0,comment
Akshay Aggarwal,Jungle ka ek hi raja hota h sher aise hi ek hi h Salman khan Kitne aaye Kitne gaye par Salman khan jaisa koi nhi,2022-02-15T15:40:48Z,0,0,Salman Khan
Asd Ggf,ده فنان قدير وده فنان قدير وكل واحد فيهم بيشتغل ويطلع احسن ما عندو ف مافيش داعى تطلعوا حد احسن من حد علشان مش هتعرفوا تطلعوا ده احسن من ده يبقا ليه ويطلع الفنز بتاع ده يقول لا ده احسن من ده والعكس صحيح يبقا ليه بحس ان الهنود بيعملوا مشاكل من لاشى,2022-02-15T12:25:44Z,0,0,comment
motivation and status short video,Salmankhan is bollywood 👑,2022-02-14T06:27:14Z,1,0,Salman Khan
Younus khan,Shahrukh Khan zabardast,2022-02-14T03:59:07Z,1,0,Salman Khan
Salman sk bhai Shaikh,Only  salman khan bhai 😎,2022-02-14T02:16:28Z,0,0,Sharukh Khan
S O H E L,Srk in the world ❤️❤️,2022-02-13T14:09:59Z,0,0,Sharukh Khan
sk  Sahil,Srk,2022-02-13T10:54:11Z,0,0,Sharukh Khan
hp pareek,Srk is best,2022-02-11T19:40:59Z,0,0,Sharukh Khan
Janak kalita,Salman bhai is a megastar ❤❤🥇,2022-02-11T17:02:49Z,0,0,Salman Khan
Syed Moiz,Baap of Bollywood most power full man 💪salman khan ❤,2022-02-10T20:19:34Z,12,0,Salman Khan
Md. Rokon Uzzaman,Srk best world biggest STAR,2022-02-08T08:13:24Z,1,0,Sharukh Khan
Asif Shaikh,Onliye salman khan,2022-02-07T23:06:04Z,0,0,Salman Khan
FAISUJANNAT 22,Salman Khan 🥰,2022-02-07T22:04:16Z,1,0,Salman Khan
Aun Muhammad,Stardom tu srk ka zada hai,2022-02-07T20:19:19Z,1,0,Sharukh Khan
Zeeshan Ahreen,Salman khan is rock king,2022-02-07T12:33:22Z,0,0,Salman Khan
Movie -Sight......,SRK 🔥🔥🔥,2022-02-06T17:16:49Z,0,0,Salman Khan
JAIVEER SINGH,Srk n sunny deol,2022-02-06T09:30:51Z,0,0,Sharukh Khan
Motivational channel,I like shahrukh more than salman khan🙂,2022-02-05T16:02:33Z,1,0,Sharukh Khan
STATUS LOVER,Salman ❣️,2022-02-04T16:13:20Z,0,0,Sharukh Khan
P4U ALL,Salman Khan fans zyadatar Indian fans <br>But shahrukh khan ke fans pore duniya mai hai <br>SRK king khan King 👑👑👑👑👑👑👑👑👑👑👑👑👑,2022-02-03T16:59:45Z,0,0,Salman Khan
Abu Bakkar Siddique,Salman khan,2022-02-03T16:35:52Z,0,0,Salman Khan
Secret,Salman khan,2022-02-02T09:25:37Z,1,0,Salman Khan
Asad Khan,Salman khan ❤😊,2022-02-01T07:29:34Z,1,0,Salman Khan
Arman shaikh,Phuchne ki kya baat hai super hero only srk hai,2022-01-31T10:38:31Z,0,0,Sharukh Khan
Farida shariff,SRK king,2022-01-31T10:02:17Z,1,0,Sharukh Khan
HRJS entertainment,Srk sir,2022-01-31T07:38:39Z,0,0,sharukh Khan
sakshi,Salman 🔥🔥,2022-01-30T11:44:32Z,0,0,Salman Khan
L.S Analyst,I love srkk always💪💪💪💪💪,2022-01-30T04:43:48Z,0,0,sharukh Khan
L.S Analyst,Tu Salman ka hi chamcha haii salee,2022-01-30T04:42:27Z,0,0,comment
MD,"Actually charity ke maamle me srk flex nahi karte<br>Unesco ne srk ko most charitable person ka award diya hai. <br>Salman openly Beinghuman chalate hai, jisse logo ko pata chalta hai unki charity. <br>Mere opinion me aajkal ke teens salman ko hi better maanenge par globally aur natural acting ke dum par srk ne hot apna ek naam khada kiya hai wo shayad hi salman kar paaye ho",2022-01-30T04:18:09Z,1,0,comment
Shreyansh Rawat,Sahrukh khan  =. 3<br><br>Salman khan= 7,2022-01-29T16:35:44Z,0,0,comment
Aryan khan,Srk all time favorite😍😍,2022-01-29T15:52:56Z,0,0,sharukh Khan
Rahul Kumar,Srk🔥,2022-01-28T16:03:35Z,0,0,Sharukh Khan
md shajen,Salman ki fan,2022-01-28T13:44:20Z,0,0,Salman Khan
Abhishek Kumar,Only SRK🙏❤️,2022-01-27T06:50:20Z,1,0,Sharukh Khan
krishn beer,God of acting srk,2022-01-26T05:53:59Z,0,0,Sharukh Khan
Dr. Ashish Rao,Shahrukh is best actor all over but Salman khan is the only actor love by all age groups ❤️,2022-01-25T19:51:04Z,0,0,Sharukh Khan
Vicky kumar,Salman Khan,2022-01-25T03:52:50Z,1,0,Salman Khan
Mushrafeen Qureshi,Sk 😍😍😍,2022-01-24T11:40:34Z,1,0,Sharukh Khan
Sangeeta Saini,STARDOM COMPARISON<br>Salman&#39;s stardom - only in India. <br>Srk&#39;s stardom - all over the world.,2022-01-23T12:38:05Z,0,0,Sharukh Khan
~princess😇,One &amp; Only Salman Khan 🥰❤️❤️❤️❤️❤️,2022-01-22T11:19:10Z,0,0,Salman Khan
Moumita Saha,Always srk king of bollywood always,2022-01-22T09:28:51Z,0,0,Sharukh Khan
Satyam Jain,Always SRK!!!🥰,2022-01-22T02:24:26Z,2,0,Sharukh Khan
tech and earn,King of bollywood srk,2022-01-21T18:42:46Z,0,0,Sharukh Khan
Nahim Khan,King Khan and Salman Khan,2022-01-21T17:30:33Z,0,0,Salman Khan
Hemanth Hemanth,yash.boss.kgf.2,2022-01-21T15:02:41Z,0,0,comment
Oshru Islam,Bhai<br>Srk 3 saal se koi movie nehi kya<br>Pher bhi srk <br>Is biger thaan saalman,2022-01-20T06:13:30Z,0,0,Sharukh Khan
Ram Keval,Salman Khan is best,2022-01-19T08:23:06Z,0,0,Salman Khan
Mittu:),Srk is best forever.,2022-01-18T08:35:29Z,0,0,Sharukh Khan
